Niveau;Damage;Effectif;Coût;Prix de l'upgrade;;;
120;98,73;19;59;39714;;;
121;101,20;19;59;40280;;;
122;103,73;19;59;40850;;;
123;106,32;19;59;41423;;;
124;108,98;19;59;41999;;;
125;111,71;19;59;42579;;;
126;114,50;19;59;43161;;;
127;117,36;19;59;43747;;;
128;120,30;19;59;44337;;;
129;123,30;19;59;44929;;;
130;123,30;20;59;45525;;;
131;126,39;20;59;46124;;;
132;129,54;20;59;46726;;;
133;132,78;20;59;47331;;;
134;136,10;20;59;47940;;;
135;139,51;20;59;48551;;;
136;142,99;20;59;49166;;;
137;146,57;20;59;49784;;;
138;150,23;20;59;50405;;;
139;153,99;20;59;51029;;;
140;153,99;20;58;51657;;;
141;157,84;20;58;52287;;;
142;161,78;20;58;52921;;;
143;165,83;20;58;53558;;;
144;169,97;20;58;54198;;;
145;174,22;20;58;54841;;;
146;178,58;20;58;55487;;;
147;183,04;20;58;56136;;;
148;187,62;20;58;56788;;;
149;192,31;20;58;57444;;;
150;192,31;21;58;58102;;;
151;197,12;21;58;58764;;;
152;202,05;21;58;59428;;;
153;207,10;21;58;60096;;;
154;212,27;21;58;60767;;;
155;217,58;21;58;61440;;;
156;223,02;21;58;62117;;;
157;228,60;21;58;62797;;;
158;234,31;21;58;63480;;;
159;240,17;21;58;64166;;;
160;240,17;21;58;64854;;;
161;246,17;21;57;65546;;;
162;252,33;21;57;66241;;;
163;258,64;21;57;66939;;;
164;265,10;21;57;67640;;;
165;271,73;21;57;68344;;;
166;278,52;21;57;69050;;;
167;285,49;21;57;69760;;;
168;292,62;21;57;70473;;;
169;299,94;21;57;71189;;;
170;299,94;22;57;71907;;;
171;307,44;22;57;72629;;;
172;315,12;22;57;73354;;;
173;323,00;22;57;74081;;;
174;331,08;22;57;74811;;;
175;339,35;22;57;75545;;;
176;347,84;22;57;76281;;;
177;356,53;22;57;77020;;;
178;365,45;22;57;77762;;;
179;374,58;22;57;78507;;;
180;374,58;22;56;79255;;;
181;383,95;22;56;80006;;;
182;393,54;22;56;80760;;;
183;403,38;22;56;81517;;;
184;413,47;22;56;82276;;;
185;423,80;22;56;83038;;;
186;434,40;22;56;83804;;;
187;445,26;22;56;84572;;;
188;456,39;22;56;85343;;;
189;467,80;22;56;86117;;;
190;467,80;23;56;86893;;;
191;479,50;23;56;87673;;;
192;491,48;23;56;88455;;;
193;503,77;23;56;89241;;;
194;516,36;23;56;90029;;;
195;529,27;23;56;90820;;;
196;542,51;23;56;91613;;;
197;556,07;23;56;92410;;;
198;569,97;23;56;93209;;;
199;584,22;23;56;94011;;;
200;584,22;23;55;94816;;;
201;598,82;23;55;95624;;;
202;613,80;23;55;96435;;;
203;629,14;23;55;97248;;;
204;644,87;23;55;98065;;;
205;660,99;23;55;98884;;;
206;677,52;23;55;99705;;;
207;694,45;23;55;100530;;;
208;711,81;23;55;101357;;;
209;729,61;23;55;102187;;;
210;747,85;23;55;103020;;;
211;766,55;23;55;103856;;;
212;785,71;23;55;104694;;;
213;805,35;23;55;105535;;;
214;825,49;23;55;106379;;;
215;825,49;24;55;107226;;;
216;846,12;24;55;108075;;;
217;867,28;24;55;108928;;;
218;888,96;24;55;109782;;;
219;911,18;24;55;110640;;;
220;933,96;24;55;111500;;;
221;957,31;24;55;112364;;;
222;981,24;24;55;113229;;;
223;1005,77;24;55;114098;;;
224;1030,92;24;55;114969;;;
225;1056,69;24;55;115843;;;
226;1083,11;24;55;116720;;;
227;1110,19;24;55;117599;;;
228;1137,94;24;55;118481;;;
229;1166,39;24;55;119366;;;
230;1166,39;24;54;120253;;;
231;1195,55;24;54;121143;;;
232;1225,44;24;54;122036;;;
233;1256,08;24;54;122932;;;
234;1287,48;24;54;123830;;;
235;1319,66;24;54;124731;;;
236;1352,66;24;54;125634;;;
237;1386,47;24;54;126540;;;
238;1421,13;24;54;127449;;;
239;1456,66;24;54;128361;;;
240;1493,08;24;54;129275;;;
241;1530,41;24;54;130191;;;
242;1568,67;24;54;131111;;;
243;1607,88;24;54;132033;;;
244;1648,08;24;54;132958;;;
245;1648,08;25;54;133885;;;
246;1689,28;25;54;134815;;;
247;1731,51;25;54;135748;;;
248;1774,80;25;54;136683;;;
249;1819,17;25;54;137621;;;
250;1864,65;25;54;138561;;;
251;1911,27;25;54;139505;;;
252;1959,05;25;54;140450;;;
253;2008,02;25;54;141399;;;
254;2058,23;25;54;142350;;;
255;2109,68;25;54;143303;;;
256;2162,42;25;54;144259;;;
257;2216,48;25;54;145218;;;
258;2271,90;25;54;146180;;;
259;2328,69;25;54;147144;;;
260;2328,69;25;53;148110;;;
261;2386,91;25;53;149079;;;
262;2446,58;25;53;150051;;;
263;2507,75;25;53;151025;;;
264;2570,44;25;53;152002;;;
265;2634,70;25;53;152982;;;
266;2700,57;25;53;153964;;;
267;2768,08;25;53;154948;;;
268;2837,29;25;53;155936;;;
269;2908,22;25;53;156925;;;
270;2980,92;25;53;157918;;;
271;3055,45;25;53;158913;;;
272;3131,83;25;53;159910;;;
273;3210,13;25;53;160910;;;
274;3290,38;25;53;161912;;;
275;3290,38;26;53;162918;;;
276;3372,64;26;53;163925;;;
277;3456,96;26;53;164935;;;
278;3543,38;26;53;165948;;;
279;3631,97;26;53;166963;;;
280;3722,77;26;53;167981;;;
281;3815,83;26;53;169001;;;
282;3911,23;26;53;170024;;;
283;4009,01;26;53;171049;;;
284;4109,24;26;53;172077;;;
285;4211,97;26;53;173108;;;
286;4317,27;26;53;174141;;;
287;4425,20;26;53;175176;;;
288;4535,83;26;53;176214;;;
289;4649,22;26;53;177254;;;
290;4649,22;26;52;178297;;;
291;4765,45;26;52;179343;;;
292;4884,59;26;52;180391;;;
293;5006,71;26;52;181441;;;
294;5131,87;26;52;182494;;;
295;5260,17;26;52;183549;;;
296;5391,67;26;52;184607;;;
297;5526,47;26;52;185668;;;
298;5664,63;26;52;186730;;;
299;5806,24;26;52;187796;;;
300;5951,40;26;52;188864;;;
301;6100,18;26;52;189934;;;
302;6252,69;26;52;191007;;;
303;6409,01;26;52;192082;;;
304;6569,23;26;52;193160;;;
305;6569,23;27;52;194240;;;
306;6733,46;27;52;195323;;;
307;6901,80;27;52;196408;;;
308;7074,34;27;52;197495;;;
309;7251,20;27;52;198585;;;
310;7432,48;27;52;199678;;;
311;7618,29;27;52;200773;;;
312;7808,75;27;52;201870;;;
313;8003,97;27;52;202970;;;
314;8204,07;27;52;204072;;;
315;8409,17;27;52;205177;;;
316;8619,40;27;52;206284;;;
317;8834,89;27;52;207394;;;
318;9055,76;27;52;208506;;;
319;9282,15;27;52;209620;;;
320;9282,15;27;51;210737;;;
321;9514,21;27;51;211856;;;
322;9752,06;27;51;212978;;;
323;9995,86;27;51;214102;;;
324;10245,76;27;51;215229;;;
325;10501,90;27;51;216358;;;
326;10764,45;27;51;217489;;;
327;11033,56;27;51;218623;;;
328;11309,40;27;51;219759;;;
329;11592,14;27;51;220898;;;
330;11881,94;27;51;222039;;;
331;12178,99;27;51;223182;;;
332;12483,46;27;51;224328;;;
333;12795,55;27;51;225476;;;
334;13115,44;27;51;226627;;;
335;13115,44;28;51;227780;;;
336;13443,32;28;51;228936;;;
337;13779,41;28;51;230093;;;
338;14123,89;28;51;231254;;;
339;14476,99;28;51;232416;;;
340;14838,91;28;51;233581;;;
341;15209,89;28;51;234749;;;
342;15590,13;28;51;235918;;;
343;15979,89;28;51;237090;;;
344;16379,38;28;51;238265;;;
345;16788,87;28;51;239442;;;
346;17208,59;28;51;240621;;;
347;17638,81;28;51;241803;;;
348;18079,78;28;51;242987;;;
349;18531,77;28;51;244173;;;
350;18995,06;28;51;245362;;;
351;19469,94;28;51;246553;;;
352;19956,69;28;51;247746;;;
353;20455,61;28;51;248942;;;
354;20967,00;28;51;250140;;;
355;21491,17;28;51;251341;;;
356;22028,45;28;51;252544;;;
357;22579,16;28;51;253749;;;
358;23143,64;28;51;254956;;;
359;23722,23;28;51;256166;;;
360;23722,23;28;50;257379;;;
361;24315,29;28;50;258593;;;
362;24923,17;28;50;259810;;;
363;25546,25;28;50;261029;;;
364;26184,91;28;50;262251;;;
365;26839,53;28;50;263475;;;
366;27510,52;28;50;264701;;;
367;28198,28;28;50;265930;;;
368;28903,24;28;50;267161;;;
369;29625,82;28;50;268394;;;
370;30366,46;28;50;269629;;;
371;31125,63;28;50;270867;;;
372;31903,77;28;50;272107;;;
373;32701,36;28;50;273350;;;
374;33518,89;28;50;274595;;;
375;34356,87;28;50;275842;;;
376;35215,79;28;50;277091;;;
377;36096,18;28;50;278343;;;
378;36998,59;28;50;279597;;;
379;37923,55;28;50;280853;;;
380;38871,64;28;50;282112;;;
381;39843,43;28;50;283373;;;
382;40839,52;28;50;284636;;;
383;41860,51;28;50;285902;;;
384;42907,02;28;50;287170;;;
385;42907,02;29;50;288440;;;
386;43979,69;29;50;289713;;;
387;45079,19;29;50;290987;;;
388;46206,17;29;50;292264;;;
389;47361,32;29;50;293544;;;
390;48545,35;29;50;294825;;;
391;49758,99;29;50;296109;;;
392;51002,96;29;50;297395;;;
393;52278,04;29;50;298684;;;
394;53584,99;29;50;299975;;;
395;54924,61;29;50;301268;;;
396;56297,73;29;50;302563;;;
397;57705,17;29;50;303860;;;
398;59147,80;29;50;305160;;;
399;60626,49;29;50;306462;;;
400;62142,16;29;50;307767;;;
401;63695,71;29;50;309073;;;
402;65288,10;29;50;310382;;;
403;66920,31;29;50;311693;;;
404;68593,31;29;50;313007;;;
405;70308,15;29;50;314322;;;
406;72065,85;29;50;315640;;;
407;73867,50;29;50;316961;;;
408;75714,18;29;50;318283;;;
409;77607,04;29;50;319608;;;
410;77607,04;29;49;320935;;;
411;79547,21;29;49;322264;;;
412;81535,89;29;49;323595;;;
413;83574,29;29;49;324929;;;
414;85663,65;29;49;326265;;;
415;87805,24;29;49;327603;;;
416;90000,37;29;49;328944;;;
417;92250,38;29;49;330286;;;
418;94556,64;29;49;331631;;;
419;96920,56;29;49;332978;;;
420;99343,57;29;49;334328;;;
421;101827,16;29;49;335679;;;
422;104372,84;29;49;337033;;;
423;106982,16;29;49;338389;;;
424;109656,71;29;49;339747;;;
425;112398,13;29;49;341108;;;
426;115208,08;29;49;342471;;;
427;118088,29;29;49;343835;;;
428;121040,49;29;49;345203;;;
429;124066,51;29;49;346572;;;
430;127168,17;29;49;347944;;;
431;130347,37;29;49;349317;;;
432;133606,06;29;49;350694;;;
433;136946,21;29;49;352072;;;
434;140369,86;29;49;353452;;;
435;140369,86;30;49;354835;;;
436;143879,11;30;49;356220;;;
437;147476,09;30;49;357607;;;
438;151162,99;30;49;358996;;;
439;154942,06;30;49;360388;;;
440;158815,62;30;49;361781;;;
441;162786,01;30;49;363177;;;
442;166855,66;30;49;364575;;;
443;171027,05;30;49;365976;;;
444;175302,72;30;49;367378;;;
445;179685,29;30;49;368783;;;
446;184177,43;30;49;370190;;;
447;188781,86;30;49;371599;;;
448;193501,41;30;49;373010;;;
449;198338,94;30;49;374423;;;
450;203297,42;30;49;375839;;;
451;208379,85;30;49;377257;;;
452;213589,35;30;49;378677;;;
453;218929,08;30;49;380099;;;
454;224402,31;30;49;381523;;;
455;230012,37;30;49;382950;;;
456;235762,68;30;49;384379;;;
457;241656,74;30;49;385810;;;
458;247698,16;30;49;387243;;;
459;253890,61;30;49;388678;;;
460;253890,61;30;48;390115;;;
461;260237,88;30;48;391555;;;
462;266743,83;30;48;392997;;;
463;273412,42;30;48;394440;;;
464;280247,73;30;48;395887;;;
465;287253,93;30;48;397335;;;
466;294435,27;30;48;398785;;;
467;301796,16;30;48;400238;;;
468;309341,06;30;48;401693;;;
469;317074,59;30;48;403149;;;
470;325001,45;30;48;404608;;;
471;333126,49;30;48;406070;;;
472;341454,65;30;48;407533;;;
473;349991,02;30;48;408999;;;
474;358740,79;30;48;410466;;;
475;367709,31;30;48;411936;;;
476;376902,04;30;48;413408;;;
477;386324,60;30;48;414882;;;
478;395982,71;30;48;416358;;;
479;405882,28;30;48;417837;;;
480;416029,34;30;48;419317;;;
481;426430,07;30;48;420800;;;
482;437090,82;30;48;422285;;;
483;448018,09;30;48;423772;;;
484;459218,54;30;48;425261;;;
485;459218,54;31;48;426752;;;
486;470699,01;31;48;428246;;;
487;482466,48;31;48;429741;;;
488;494528,14;31;48;431239;;;
489;506891,35;31;48;432738;;;
490;519563,63;31;48;434240;;;
491;532552,72;31;48;435744;;;
492;545866,54;31;48;437251;;;
493;559513,20;31;48;438759;;;
494;573501,03;31;48;440269;;;
495;587838,56;31;48;441782;;;
496;602534,52;31;48;443296;;;
497;617597,89;31;48;444813;;;
498;633037,83;31;48;446332;;;
499;648863,78;31;48;447853;;;
500;665085,37;31;48;449376;;;
501;681712,51;31;48;450902;;;
502;698755,32;31;48;452429;;;
503;716224,20;31;48;453958;;;
504;734129,81;31;48;455490;;;
505;752483,05;31;48;457024;;;
506;771295,13;31;48;458559;;;
507;790577,51;31;48;460097;;;
508;810341,95;31;48;461637;;;
509;830600,50;31;48;463179;;;
510;830600,50;31;47;464724;;;
511;851365,51;31;47;466270;;;
512;872649,65;31;47;467818;;;
513;894465,89;31;47;469369;;;
514;916827,53;31;47;470922;;;
515;939748,22;31;47;472476;;;
516;963241,93;31;47;474033;;;
517;987322,98;31;47;475592;;;
518;1012006,05;31;47;477153;;;
519;1037306,20;31;47;478716;;;
520;1063238,86;31;47;480281;;;
521;1089819,83;31;47;481849;;;
522;1117065,32;31;47;483418;;;
523;1144991,96;31;47;484989;;;
524;1173616,76;31;47;486563;;;
525;1202957,17;31;47;488139;;;
526;1233031,10;31;47;489716;;;
527;1263856,88;31;47;491296;;;
528;1295453,30;31;47;492878;;;
529;1327839,64;31;47;494462;;;
530;1361035,63;31;47;496048;;;
531;1395061,52;31;47;497636;;;
532;1429938,06;31;47;499226;;;
533;1465686,51;31;47;500819;;;
534;1502328,67;31;47;502413;;;
535;1502328,67;32;47;504009;;;
536;1539886,89;32;47;505608;;;
537;1578384,06;32;47;507208;;;
538;1617843,66;32;47;508811;;;
539;1658289,75;32;47;510416;;;
540;1699747,00;32;47;512022;;;
541;1742240,67;32;47;513631;;;
542;1785796,69;32;47;515242;;;
543;1830441,60;32;47;516855;;;
544;1876202,64;32;47;518470;;;
545;1923107,71;32;47;520087;;;
546;1971185,40;32;47;521706;;;
547;2020465,04;32;47;523327;;;
548;2070976,66;32;47;524951;;;
549;2122751,08;32;47;526576;;;
550;2175819,86;32;47;528203;;;
551;2230215,35;32;47;529833;;;
552;2285970,74;32;47;531464;;;
553;2343120,01;32;47;533098;;;
554;2401698,01;32;47;534733;;;
555;2461740,46;32;47;536371;;;
556;2523283,97;32;47;538011;;;
557;2586366,07;32;47;539652;;;
558;2651025,22;32;47;541296;;;
559;2717300,85;32;47;542942;;;
560;2717300,85;32;46;544590;;;
