Niveau;Damage;Effectif;Coût;Prix de l'upgrade;;;
180;208,10;21;66;79255;;;
181;213,30;21;66;80006;;;
182;218,64;21;66;80760;;;
183;224,10;21;66;81517;;;
184;229,70;21;66;82276;;;
185;235,45;21;66;83038;;;
186;241,33;21;66;83804;;;
187;247,37;21;66;84572;;;
188;253,55;21;66;85343;;;
189;259,89;21;66;86117;;;
190;259,89;22;66;86893;;;
191;266,39;22;66;87673;;;
192;273,05;22;66;88455;;;
193;279,87;22;66;89241;;;
194;286,87;22;66;90029;;;
195;294,04;22;66;90820;;;
196;301,39;22;66;91613;;;
197;308,93;22;66;92410;;;
198;316,65;22;66;93209;;;
199;324,57;22;66;94011;;;
200;324,57;22;65;94816;;;
201;332,68;22;65;95624;;;
202;341,00;22;65;96435;;;
203;349,52;22;65;97248;;;
204;358,26;22;65;98065;;;
205;367,22;22;65;98884;;;
206;376,40;22;65;99705;;;
207;385,81;22;65;100530;;;
208;395,45;22;65;101357;;;
209;405,34;22;65;102187;;;
210;415,47;22;65;103020;;;
211;425,86;22;65;103856;;;
212;436,51;22;65;104694;;;
213;447,42;22;65;105535;;;
214;458,60;22;65;106379;;;
215;458,60;23;65;107226;;;
216;470,07;23;65;108075;;;
217;481,82;23;65;108928;;;
218;493,87;23;65;109782;;;
219;506,21;23;65;110640;;;
220;518,87;23;65;111500;;;
221;531,84;23;65;112364;;;
222;545,14;23;65;113229;;;
223;558,76;23;65;114098;;;
224;572,73;23;65;114969;;;
225;587,05;23;65;115843;;;
226;601,73;23;65;116720;;;
227;616,77;23;65;117599;;;
228;632,19;23;65;118481;;;
229;647,99;23;65;119366;;;
230;647,99;23;64;120253;;;
231;664,19;23;64;121143;;;
232;680,80;23;64;122036;;;
233;697,82;23;64;122932;;;
234;715,26;23;64;123830;;;
235;733,15;23;64;124731;;;
236;751,48;23;64;125634;;;
237;770,26;23;64;126540;;;
238;789,52;23;64;127449;;;
239;809,26;23;64;128361;;;
240;829,49;23;64;129275;;;
241;850,23;23;64;130191;;;
242;871,48;23;64;131111;;;
243;893,27;23;64;132033;;;
244;915,60;23;64;132958;;;
245;915,60;24;64;133885;;;
246;938,49;24;64;134815;;;
247;961,95;24;64;135748;;;
248;986,00;24;64;136683;;;
249;1010,65;24;64;137621;;;
250;1035,92;24;64;138561;;;
251;1061,81;24;64;139505;;;
252;1088,36;24;64;140450;;;
253;1115,57;24;64;141399;;;
254;1143,46;24;64;142350;;;
255;1172,04;24;64;143303;;;
256;1201,35;24;64;144259;;;
257;1231,38;24;64;145218;;;
258;1262,16;24;64;146180;;;
259;1293,72;24;64;147144;;;
260;1293,72;24;63;148110;;;
261;1326,06;24;63;149079;;;
262;1359,21;24;63;150051;;;
263;1393,19;24;63;151025;;;
264;1428,02;24;63;152002;;;
265;1463,72;24;63;152982;;;
266;1500,32;24;63;153964;;;
267;1537,82;24;63;154948;;;
268;1576,27;24;63;155936;;;
269;1615,68;24;63;156925;;;
270;1656,07;24;63;157918;;;
271;1697,47;24;63;158913;;;
272;1739,91;24;63;159910;;;
273;1783,40;24;63;160910;;;
274;1827,99;24;63;161912;;;
275;1827,99;25;63;162918;;;
276;1873,69;25;63;163925;;;
277;1920,53;25;63;164935;;;
278;1968,55;25;63;165948;;;
279;2017,76;25;63;166963;;;
280;2068,20;25;63;167981;;;
281;2119,91;25;63;169001;;;
282;2172,91;25;63;170024;;;
283;2227,23;25;63;171049;;;
284;2282,91;25;63;172077;;;
285;2339,98;25;63;173108;;;
286;2398,48;25;63;174141;;;
287;2458,44;25;63;175176;;;
288;2519,90;25;63;176214;;;
289;2582,90;25;63;177254;;;
290;2582,90;25;62;178297;;;
291;2647,47;25;62;179343;;;
292;2713,66;25;62;180391;;;
293;2781,50;25;62;181441;;;
294;2851,04;25;62;182494;;;
295;2922,32;25;62;183549;;;
296;2995,37;25;62;184607;;;
297;3070,26;25;62;185668;;;
298;3147,02;25;62;186730;;;
299;3225,69;25;62;187796;;;
300;3306,33;25;62;188864;;;
301;3388,99;25;62;189934;;;
302;3473,72;25;62;191007;;;
303;3560,56;25;62;192082;;;
304;3649,57;25;62;193160;;;
305;3649,57;26;62;194240;;;
306;3740,81;26;62;195323;;;
307;3834,33;26;62;196408;;;
308;3930,19;26;62;197495;;;
309;4028,45;26;62;198585;;;
310;4129,16;26;62;199678;;;
311;4232,39;26;62;200773;;;
312;4338,20;26;62;201870;;;
313;4446,65;26;62;202970;;;
314;4557,82;26;62;204072;;;
315;4671,76;26;62;205177;;;
316;4788,56;26;62;206284;;;
317;4908,27;26;62;207394;;;
318;5030,98;26;62;208506;;;
319;5156,75;26;62;209620;;;
320;5156,75;26;61;210737;;;
321;5285,67;26;61;211856;;;
322;5417,81;26;61;212978;;;
323;5553,26;26;61;214102;;;
324;5692,09;26;61;215229;;;
325;5834,39;26;61;216358;;;
326;5980,25;26;61;217489;;;
327;6129,76;26;61;218623;;;
328;6283,00;26;61;219759;;;
329;6440,08;26;61;220898;;;
330;6601,08;26;61;222039;;;
331;6766,10;26;61;223182;;;
332;6935,26;26;61;224328;;;
333;7108,64;26;61;225476;;;
334;7286,35;26;61;226627;;;
335;7286,35;27;61;227780;;;
336;7468,51;27;61;228936;;;
337;7655,23;27;61;230093;;;
338;7846,61;27;61;231254;;;
339;8042,77;27;61;232416;;;
340;8243,84;27;61;233581;;;
341;8449,94;27;61;234749;;;
342;8661,19;27;61;235918;;;
343;8877,72;27;61;237090;;;
344;9099,66;27;61;238265;;;
345;9327,15;27;61;239442;;;
346;9560,33;27;61;240621;;;
347;9799,34;27;61;241803;;;
348;10044,32;27;61;242987;;;
349;10295,43;27;61;244173;;;
350;10552,81;27;61;245362;;;
351;10816,63;27;61;246553;;;
352;11087,05;27;61;247746;;;
353;11364,23;27;61;248942;;;
354;11648,33;27;61;250140;;;
355;11939,54;27;61;251341;;;
356;12238,03;27;61;252544;;;
357;12543,98;27;61;253749;;;
358;12857,58;27;61;254956;;;
359;13179,02;27;61;256166;;;
360;13179,02;27;60;257379;;;
361;13508,49;27;60;258593;;;
362;13846,21;27;60;259810;;;
363;14192,36;27;60;261029;;;
364;14547,17;27;60;262251;;;
365;14910,85;27;60;263475;;;
366;15283,62;27;60;264701;;;
367;15665,71;27;60;265930;;;
368;16057,35;27;60;267161;;;
369;16458,79;27;60;268394;;;
370;16870,26;27;60;269629;;;
371;17292,01;27;60;270867;;;
372;17724,31;27;60;272107;;;
373;18167,42;27;60;273350;;;
374;18621,61;27;60;274595;;;
375;19087,15;27;60;275842;;;
376;19564,33;27;60;277091;;;
377;20053,44;27;60;278343;;;
378;20554,77;27;60;279597;;;
379;21068,64;27;60;280853;;;
380;21595,36;27;60;282112;;;
381;22135,24;27;60;283373;;;
382;22688,62;27;60;284636;;;
383;23255,84;27;60;285902;;;
384;23837,23;27;60;287170;;;
385;23837,23;28;60;288440;;;
386;24433,16;28;60;289713;;;
387;25043,99;28;60;290987;;;
388;25670,09;28;60;292264;;;
389;26311,84;28;60;293544;;;
390;26969,64;28;60;294825;;;
391;27643,88;28;60;296109;;;
392;28334,98;28;60;297395;;;
393;29043,35;28;60;298684;;;
394;29769,44;28;60;299975;;;
395;30513,67;28;60;301268;;;
396;31276,51;28;60;302563;;;
397;32058,43;28;60;303860;;;
398;32859,89;28;60;305160;;;
399;33681,39;28;60;306462;;;
400;34523,42;28;60;307767;;;
401;35386,51;28;60;309073;;;
402;36271,17;28;60;310382;;;
403;37177,95;28;60;311693;;;
404;38107,40;28;60;313007;;;
405;39060,08;28;60;314322;;;
406;40036,58;28;60;315640;;;
407;41037,50;28;60;316961;;;
408;42063,44;28;60;318283;;;
409;43115,02;28;60;319608;;;
410;43115,02;28;59;320935;;;
411;44192,90;28;59;322264;;;
412;45297,72;28;59;323595;;;
413;46430,16;28;59;324929;;;
414;47590,92;28;59;326265;;;
415;48780,69;28;59;327603;;;
416;50000,21;28;59;328944;;;
417;51250,21;28;59;330286;;;
418;52531,47;28;59;331631;;;
419;53844,75;28;59;332978;;;
420;55190,87;28;59;334328;;;
421;56570,64;28;59;335679;;;
422;57984,91;28;59;337033;;;
423;59434,53;28;59;338389;;;
424;60920,40;28;59;339747;;;
425;62443,41;28;59;341108;;;
426;64004,49;28;59;342471;;;
427;65604,60;28;59;343835;;;
428;67244,72;28;59;345203;;;
429;68925,84;28;59;346572;;;
430;70648,98;28;59;347944;;;
431;72415,21;28;59;349317;;;
432;74225,59;28;59;350694;;;
433;76081,23;28;59;352072;;;
434;77983,26;28;59;353452;;;
435;77983,26;29;59;354835;;;
436;79932,84;29;59;356220;;;
437;81931,16;29;59;357607;;;
438;83979,44;29;59;358996;;;
439;86078,92;29;59;360388;;;
440;88230,90;29;59;361781;;;
441;90436,67;29;59;363177;;;
442;92697,59;29;59;364575;;;
443;95015,03;29;59;365976;;;
444;97390,40;29;59;367378;;;
445;99825,16;29;59;368783;;;
446;102320,79;29;59;370190;;;
447;104878,81;29;59;371599;;;
448;107500,78;29;59;373010;;;
449;110188,30;29;59;374423;;;
450;112943,01;29;59;375839;;;
451;115766,58;29;59;377257;;;
452;118660,75;29;59;378677;;;
453;121627,27;29;59;380099;;;
454;124667,95;29;59;381523;;;
455;127784,65;29;59;382950;;;
456;130979,26;29;59;384379;;;
457;134253,75;29;59;385810;;;
458;137610,09;29;59;387243;;;
459;141050,34;29;59;388678;;;
460;141050,34;29;58;390115;;;
461;144576,60;29;58;391555;;;
462;148191,02;29;58;392997;;;
463;151895,79;29;58;394440;;;
464;155693,19;29;58;395887;;;
465;159585,51;29;58;397335;;;
466;163575,15;29;58;398785;;;
467;167664,53;29;58;400238;;;
468;171856,14;29;58;401693;;;
469;176152,55;29;58;403149;;;
470;180556,36;29;58;404608;;;
471;185070,27;29;58;406070;;;
472;189697,03;29;58;407533;;;
473;194439,45;29;58;408999;;;
474;199300,44;29;58;410466;;;
475;204282,95;29;58;411936;;;
476;209390,02;29;58;413408;;;
477;214624,78;29;58;414882;;;
478;219990,39;29;58;416358;;;
479;225490,15;29;58;417837;;;
480;231127,41;29;58;419317;;;
481;236905,59;29;58;420800;;;
482;242828,23;29;58;422285;;;
483;248898,94;29;58;423772;;;
484;255121,41;29;58;425261;;;
485;255121,41;30;58;426752;;;
486;261499,45;30;58;428246;;;
487;268036,93;30;58;429741;;;
488;274737,86;30;58;431239;;;
489;281606,30;30;58;432738;;;
490;288646,46;30;58;434240;;;
491;295862,62;30;58;435744;;;
492;303259,19;30;58;437251;;;
493;310840,67;30;58;438759;;;
494;318611,69;30;58;440269;;;
495;326576,98;30;58;441782;;;
496;334741,40;30;58;443296;;;
497;343109,94;30;58;444813;;;
498;351687,69;30;58;446332;;;
499;360479,88;30;58;447853;;;
500;369491,87;30;58;449376;;;
501;378729,17;30;58;450902;;;
502;388197,40;30;58;452429;;;
503;397902,34;30;58;453958;;;
504;407849,89;30;58;455490;;;
505;418046,14;30;58;457024;;;
506;428497,29;30;58;458559;;;
507;439209,73;30;58;460097;;;
508;450189,97;30;58;461637;;;
509;461444,72;30;58;463179;;;
510;461444,72;30;57;464724;;;
511;472980,84;30;57;466270;;;
512;484805,36;30;57;467818;;;
513;496925,49;30;57;469369;;;
514;509348,63;30;57;470922;;;
515;522082,35;30;57;472476;;;
516;535134,40;30;57;474033;;;
517;548512,76;30;57;475592;;;
518;562225,58;30;57;477153;;;
519;576281,22;30;57;478716;;;
520;590688,25;30;57;480281;;;
521;605455,46;30;57;481849;;;
522;620591,85;30;57;483418;;;
523;636106,64;30;57;484989;;;
524;652009,31;30;57;486563;;;
525;668309,54;30;57;488139;;;
526;685017,28;30;57;489716;;;
527;702142,71;30;57;491296;;;
528;719696,28;30;57;492878;;;
529;737688,69;30;57;494462;;;
530;756130,90;30;57;496048;;;
531;775034,18;30;57;497636;;;
532;794410,03;30;57;499226;;;
533;814270,28;30;57;500819;;;
534;834627,04;30;57;502413;;;
535;834627,04;31;57;504009;;;
536;855492,71;31;57;505608;;;
537;876880,03;31;57;507208;;;
538;898802,03;31;57;508811;;;
539;921272,08;31;57;510416;;;
540;944303,89;31;57;512022;;;
541;967911,48;31;57;513631;;;
542;992109,27;31;57;515242;;;
543;1016912,00;31;57;516855;;;
544;1042334,80;31;57;518470;;;
545;1068393,17;31;57;520087;;;
546;1095103,00;31;57;521706;;;
547;1122480,58;31;57;523327;;;
548;1150542,59;31;57;524951;;;
549;1179306,16;31;57;526576;;;
550;1208788,81;31;57;528203;;;
551;1239008,53;31;57;529833;;;
552;1269983,74;31;57;531464;;;
553;1301733,34;31;57;533098;;;
554;1334276,67;31;57;534733;;;
555;1367633,59;31;57;536371;;;
556;1401824,43;31;57;538011;;;
557;1436870,04;31;57;539652;;;
558;1472791,79;31;57;541296;;;
559;1509611,58;31;57;542942;;;
560;1509611,58;31;56;544590;;;
